,ID,full_name,club,age,league,height_cm,weight_kg,puntaje_global,potencia,ritmo,disparos,pases,amagues,defensa,físico
11605,208298,Martín Rivero,Club Atlético Patronato,27,Argentinian Superliga,175.0,72.0,medio,65,75,62,64,69,60,64
11607,222378,Lucas Suárez,Defensa y Justicia,22,Argentinian Superliga,181.0,82.0,medio,73,67,30,46,52,66,70
11650,225714,Federico Anselmo,Argentinos Juniors,23,Argentinian Superliga,186.0,82.0,medio,71,53,65,44,58,23,62
11691,161468,Pablo Guiñazú,Talleres de Cordoba,38,Argentinian Superliga,172.0,71.0,medio,64,54,56,61,60,65,71
11748,237512,Gastón Togni,Independiente,19,Argentinian Superliga,180.0,76.0,medio,81,81,60,58,66,36,58
11769,232142,Lucas Chacana,Club Atlético Tigre,24,Argentinian Superliga,182.0,70.0,medio,70,69,64,49,65,26,56
11805,142808,David Vega,Bahía Blanca,36,Argentinian Superliga,178.0,72.0,medio,64,57,61,65,67,44,58
11846,210914,Federico Rosso,Chacarita Juniors,30,Argentinian Superliga,185.0,83.0,medio,64,43,28,28,34,66,73
11847,216802,Juan Kaprof,Defensa y Justicia,22,Argentinian Superliga,169.0,70.0,medio,72,71,63,53,67,26,67
11854,237283,Gastón Reniero,San Lorenzo de Almagro,22,Argentinian Superliga,188.0,79.0,medio,74,66,65,54,61,23,66
11870,219623,Leonardo Rolón,Arsenal de Sarandí,22,Argentinian Superliga,171.0,70.0,medio,74,77,39,64,68,50,63
11893,232171,Mariano Vázquez,Deportes Tolima,24,Colombian Primera A,174.0,71.0,medio,71,69,53,58,67,32,49
11905,227823,Gonzalo Di Renzo,Club Atlético Patronato,21,Argentinian Superliga,181.0,74.0,medio,73,80,59,55,66,25,58
11916,231154,Matías Noble,Gimnasia y Esgrima La Plata,20,Argentinian Superliga,172.0,70.0,medio,75,64,40,60,67,50,61
11931,236021,Lucas Márquez,Club Atlético Patronato,28,Argentinian Superliga,177.0,73.0,medio,64,55,31,41,60,65,59
11939,226808,Juan Gabriel Rivas,Unión de Santa Fe,24,Argentinian Superliga,177.0,77.0,medio,69,70,52,63,64,48,57
11947,226810,Agustín Sandona,Club Atlético Patronato,24,Argentinian Superliga,184.0,78.0,medio,70,66,35,48,54,62,72
11955,232700,Marcelo Guzmán,Club Atlético Patronato,32,Argentinian Superliga,176.0,74.0,medio,64,65,55,60,65,62,69
11975,191489,Eial Strahman,Bahía Blanca,28,Argentinian Superliga,183.0,79.0,bajo,63,60,64,44,55,26,68
11978,225282,José Devecchi,San Lorenzo de Almagro,21,Argentinian Superliga,187.0,83.0,bajo,73,64,60,57,65,47,62
12010,232713,Daniel Sappa,Estudiantes de La Plata,22,Argentinian Superliga,193.0,90.0,bajo,72,52,63,68,56,29,71
12024,223501,Adrían Sporle,Banfield,21,Argentinian Superliga,186.0,76.0,bajo,72,73,49,57,62,60,69
12091,229661,Fabricio Alvarenga,Vélez Sarsfield,21,Argentinian Superliga,178.0,76.0,bajo,71,78,61,58,65,41,59
12102,221983,Matías Sánchez,Club Atlético Lanús,20,Argentinian Superliga,174.0,72.0,bajo,77,71,58,61,67,39,56
12135,232488,Cristian Romero,Belgrano de Córdoba,19,Argentinian Superliga,185.0,79.0,bajo,77,61,34,39,40,63,71
12164,240690,Nicolás González,Argentinos Juniors,19,Argentinian Superliga,180.0,68.0,bajo,75,76,58,56,67,34,53
12196,241467,Francisco Feuillassier,Real Madrid CF,19,Spanish Primera División,172.0,68.0,bajo,78,64,69,56,65,25,57
12210,227903,Maximiliano Romero,Vélez Sarsfield,18,Argentinian Superliga,179.0,72.0,bajo,79,75,61,47,63,24,60
12249,233033,Marcos Minetti,Club Atlético Patronato,28,Argentinian Superliga,185.0,82.0,bajo,63,54,36,48,55,63,72
12276,172112,Marcos Aguirre,Deportivo Pasto,33,Colombian Primera A,170.0,68.0,bajo,63,67,59,63,62,30,62
12328,231521,Exequiel Palacios,River Plate,18,Argentinian Superliga,173.0,67.0,bajo,79,73,54,57,67,51,58
12339,223845,Daniel González,Defensa y Justicia,26,Argentinian Superliga,175.0,70.0,bajo,64,74,45,60,66,60,52
12361,225389,Marcos Pinto,Temperley,23,Argentinian Superliga,173.0,73.0,bajo,70,76,38,55,60,59,63
12372,231538,Brian Blasi,Unión de Santa Fe,21,Argentinian Superliga,180.0,75.0,bajo,73,66,32,43,49,63,67
12376,234100,Gonzalo Escobar,Temperley,20,Argentinian Superliga,171.0,70.0,bajo,76,73,39,52,58,60,65
12393,236409,Sergio Almirón,Atlético Huila,31,Colombian Primera A,188.0,83.0,bajo,63,41,64,41,52,30,68
12395,200826,Mauro Quiroga,Argentinos Juniors,27,Argentinian Superliga,191.0,84.0,bajo,64,55,56,43,48,25,75
12401,233084,Nahuel Molina Lucero,Boca Juniors,19,Argentinian Superliga,178.0,73.0,bajo,75,73,35,55,62,57,65
12402,236668,Gabriel Rojas,San Lorenzo de Almagro,20,Argentinian Superliga,178.0,68.0,bajo,79,74,51,56,66,58,61
12406,225917,Iván Silva,Newell's Old Boys,23,Argentinian Superliga,184.0,83.0,bajo,71,63,51,56,60,61,70
12415,236415,Renzo Alfani,Rosario Central,21,Argentinian Superliga,186.0,79.0,bajo,72,57,33,40,40,64,62
12420,232832,Luciano Gómez,Banfield,21,Argentinian Superliga,163.0,66.0,bajo,74,76,52,56,68,49,53
12427,233089,Gastón Del Castillo,Arsenal de Sarandí,20,Argentinian Superliga,167.0,72.0,bajo,75,75,60,59,71,23,46
12436,214660,Lucas Rodríguez,Tiburones Rojos de Veracruz,23,Mexican Liga MX,168.0,68.0,bajo,70,74,47,62,69,59,60
12440,241028,Joaquín Aylagas,Colon de Santa Fe,21,Argentinian Superliga,188.0,85.0,bajo,71,63,64,62,65,36,60
12608,228536,Elías Umeres,Estudiantes de La Plata,21,Argentinian Superliga,166.0,66.0,bajo,72,79,59,52,66,20,54
12612,229561,Jonathan Fleita,Unión de Santa Fe,22,Argentinian Superliga,182.0,78.0,bajo,67,63,32,33,40,63,66
12650,227522,Maximiliano Fornari,Bahía Blanca,22,Argentinian Superliga,173.0,68.0,bajo,71,72,57,49,75,22,56
12658,232644,Franco Colela,Banfield,22,Argentinian Superliga,176.0,74.0,bajo,73,71,57,55,70,65,70
12678,227528,Braian Romero,Argentinos Juniors,26,Argentinian Superliga,173.0,73.0,bajo,65,86,61,54,65,37,60
12708,219346,Alejandro Barbaro,FC SKA-Energiya Khabarovsk,25,Russian Premier League,182.0,75.0,bajo,66,68,61,62,66,34,51
12715,222419,Julián Marchioni,Club Atlético Patronato,24,Argentinian Superliga,183.0,78.0,bajo,69,58,58,59,61,49,66
12742,228057,Leandro Vega,San Martín de San Juan,21,Argentinian Superliga,179.0,70.0,bajo,76,67,28,47,54,64,62
12746,234458,Carlos Quintana,Talleres de Cordoba,29,Argentinian Superliga,190.0,84.0,bajo,63,49,29,34,43,63,71
12755,231388,Lucas Algozino,Unión de Santa Fe,21,Argentinian Superliga,172.0,69.0,bajo,72,80,50,60,67,38,50
12835,216050,Alejandro Gagliardi,Chacarita Juniors,27,Argentinian Superliga,177.0,82.0,bajo,63,69,51,58,63,62,64
12840,216052,Fernando Coniglio,Club Atlético Huracán,25,Argentinian Superliga,184.0,84.0,bajo,68,56,59,49,59,26,68
12862,214777,Leandro Díaz,Tiburones Rojos de Veracruz,25,Mexican Liga MX,182.0,78.0,bajo,66,67,63,49,62,22,63
12871,236283,Marco Borgnino,Estudiantes de La Plata,19,Argentinian Superliga,176.0,70.0,bajo,78,83,59,54,66,23,56
12881,158973,Leonardo Corti,San Martín de San Juan,36,Argentinian Superliga,180.0,77.0,bajo,63,61,58,56,63,19,74
12900,235780,Alexis Sosa,Banfield,17,Argentinian Superliga,177.0,76.0,bajo,71,58,35,38,39,63,60
12951,219670,Gonzalo Piovi,Argentinos Juniors,22,Argentinian Superliga,180.0,72.0,bajo,71,74,30,39,53,64,54
12954,240406,Alan Robledo,Chacarita Juniors,19,Argentinian Superliga,183.0,78.0,bajo,72,58,30,37,41,61,62
12957,234775,Sebastián Anchoverri,Bahía Blanca,26,Argentinian Superliga,181.0,81.0,bajo,65,64,59,58,65,32,60
12961,239639,Juan Manuel Sánchez,Atlético Bucaramanga,26,Colombian Primera A,170.0,68.0,bajo,64,73,59,57,67,41,50
13008,228646,Nicolás Delgadillo,Vélez Sarsfield,19,Argentinian Superliga,177.0,70.0,bajo,78,74,56,55,64,24,59
13025,219949,Nicolás Pantaleone,Bahía Blanca,24,Argentinian Superliga,179.0,77.0,bajo,69,66,32,46,59,63,59
13026,238125,Leonel Álvarez,Independiente,22,Argentinian Superliga,180.0,75.0,bajo,68,63,41,52,56,60,64
13076,240188,Daniel Opazo,Newell's Old Boys,20,Argentinian Superliga,178.0,75.0,bajo,72,61,64,52,63,23,51
13093,240449,Maximiliano Cavallotti,Argentinos Juniors,32,Argentinian Superliga,187.0,81.0,bajo,62,63,65,54,60,25,64
13100,232515,Facundo Cobos,Godoy Cruz,24,Argentinian Superliga,178.0,83.0,bajo,68,58,33,48,62,64,64
13114,215112,Rodrigo Contreras,Arsenal de Sarandí,21,Argentinian Superliga,186.0,84.0,bajo,74,64,61,45,65,30,64
13167,222040,Emiliano Agüero,San Martín de San Juan,22,Argentinian Superliga,179.0,81.0,bajo,72,61,48,55,60,55,76
13195,232801,Joaquín Ibáñez,Arsenal de Sarandí,20,Argentinian Superliga,178.0,72.0,bajo,72,68,56,57,62,35,64
13210,226663,Renzo Spinaci,Club Atlético Tigre,24,Argentinian Superliga,177.0,68.0,bajo,68,63,40,56,57,58,70
13213,215145,Luis Jeréz Silva,Defensa y Justicia,28,Argentinian Superliga,183.0,82.0,bajo,63,62,54,52,58,65,66
13235,207727,Matías Ballini,Atlético Tucumán,28,Argentinian Superliga,173.0,75.0,bajo,62,62,39,47,55,62,73
13277,226170,Emiliano Amor,Vélez Sarsfield,22,Argentinian Superliga,183.0,80.0,bajo,73,49,24,36,41,61,72
13289,236669,Emiliano Purita,Arsenal de Sarandí,20,Argentinian Superliga,179.0,69.0,bajo,77,73,52,58,61,54,70
13301,233088,Gonzalo Rehak,Independiente,24,Argentinian Superliga,185.0,71.0,bajo,70,63,55,55,61,29,64
13310,219522,Jeremías Ledesma,Rosario Central,24,Argentinian Superliga,185.0,83.0,bajo,67,62,59,64,65,45,58
13324,241029,Franco Quiroz,Colon de Santa Fe,19,Argentinian Superliga,177.0,75.0,bajo,74,73,51,56,60,60,64
13343,214410,Sergio Velázquez,Arsenal de Sarandí,26,Argentinian Superliga,179.0,70.0,bajo,63,71,38,59,68,60,70
13348,219531,Sebastián Olivares,Godoy Cruz,25,Argentinian Superliga,180.0,82.0,bajo,68,57,33,41,47,62,69
13374,227477,Facundo Altamirano,Banfield,21,Argentinian Superliga,185.0,78.0,bajo,75,62,59,64,62,44,58
13432,241063,Ryduan Palermo,Arsenal de Sarandí,20,Argentinian Superliga,182.0,71.0,bajo,72,63,65,47,55,23,48
13437,223145,Leandro Figueroa,Newell's Old Boys,24,Argentinian Superliga,180.0,70.0,bajo,67,61,62,56,59,27,57
13443,240811,Marcelo Torres,Talleres de Cordoba,19,Argentinian Superliga,180.0,70.0,bajo,78,73,60,48,56,30,61
13469,238771,Fernando Núñez,Godoy Cruz,21,Argentinian Superliga,175.0,70.0,bajo,73,69,63,50,66,20,48
13470,240308,Enzo Maidana,Incheon United FC,29,Korean K League Classic,180.0,77.0,bajo,62,72,61,39,58,19,69
13508,237248,Germán Berterame,San Lorenzo de Almagro,18,Argentinian Superliga,178.0,72.0,bajo,80,78,56,51,62,25,66
13510,214721,Federico Falcone,CD Aves,27,Portuguese Primeira Liga,188.0,79.0,bajo,62,57,63,42,61,21,69
13625,215269,Marcos Rivadero,Belgrano de Córdoba,24,Argentinian Superliga,177.0,75.0,bajo,67,59,44,57,62,61,64
13629,238821,Federico Vietto,Racing Club de Avellaneda,19,Argentinian Superliga,178.0,70.0,bajo,79,73,58,50,67,23,56
13664,215026,Pablo Daniel Magnín,San Martín de San Juan,27,Argentinian Superliga,177.0,71.0,bajo,63,63,66,52,65,22,51
13665,226546,Facundo Barboza,Argentinos Juniors,20,Argentinian Superliga,170.0,69.0,bajo,74,76,46,58,65,25,51
13670,236019,Cristian Ramírez,Talleres de Cordoba,22,Argentinian Superliga,180.0,72.0,bajo,71,70,52,63,62,46,52
13734,236296,Walter Bracamonte,Unión de Santa Fe,19,Argentinian Superliga,174.0,72.0,bajo,73,74,56,54,65,29,59
13746,240397,Ezequiel Rodríguez,Club Atlético Tigre,26,Argentinian Superliga,187.0,83.0,bajo,63,66,48,65,56,44,66
13777,240408,Franco Boló,Atlético Huila,23,Colombian Primera A,170.0,70.0,bajo,69,68,52,62,64,32,45
13838,233777,Pedro Silva Torrejón,Bahía Blanca,20,Argentinian Superliga,180.0,76.0,bajo,70,76,42,48,58,56,65
13844,240691,Esteban Rueda,Argentinos Juniors,21,Argentinian Superliga,173.0,72.0,bajo,69,76,60,54,64,31,51
13849,233780,Alexis Maldonado,Banfield,19,Argentinian Superliga,187.0,84.0,bajo,75,58,28,33,37,61,72
13904,233031,Félix Banega,San Martín de San Juan,20,Argentinian Superliga,170.0,62.0,bajo,73,69,38,60,66,49,46
13913,226124,Rodrigo Migone,Club Atlético Patronato,21,Argentinian Superliga,173.0,70.0,bajo,73,77,55,54,66,19,58
13921,231247,Brian Cufré,Vélez Sarsfield,20,Argentinian Superliga,179.0,82.0,bajo,75,71,36,56,62,54,74
13940,240469,Exequiel Beltramone,Talleres de Cordoba,18,Argentinian Superliga,160.0,60.0,bajo,81,61,47,62,62,45,42
13950,226393,Nicolás Pelaitay,San Martín de San Juan,24,Argentinian Superliga,168.0,74.0,bajo,67,65,40,50,52,59,68
13962,228960,Ijiel Protti,Chacarita Juniors,22,Argentinian Superliga,175.0,71.0,bajo,66,79,59,48,65,21,53
13968,157539,Fabricio Lenci,Argentinos Juniors,33,Argentinian Superliga,182.0,84.0,bajo,61,58,59,52,59,44,60
13976,239206,Vernon De Marco,Lech Poznań,24,Polish Ekstraklasa,182.0,73.0,bajo,68,64,23,40,44,59,69
13987,226409,Leandro De Bórtoli,Temperley,28,Argentinian Superliga,184.0,83.0,bajo,62,62,61,55,56,49,57
14025,229751,Emiliano Ozuna,Temperley,21,Argentinian Superliga,172.0,76.0,bajo,72,75,60,51,65,21,43
14042,225915,Agustín Fontana,Banfield,21,Argentinian Superliga,176.0,72.0,bajo,71,70,58,46,59,18,56
14044,234107,Emanuel Ojeda,Rosario Central,19,Argentinian Superliga,180.0,72.0,bajo,77,64,52,60,59,54,59
14063,239491,Juan Álvarez,Banfield,21,Argentinian Superliga,175.0,71.0,bajo,69,69,54,57,62,30,52
14076,231558,Matías Sosa,Defensa y Justicia,21,Argentinian Superliga,169.0,70.0,bajo,69,66,54,60,59,44,55
14082,241031,Facundo Tomás Garcés,Colon de Santa Fe,17,Argentinian Superliga,188.0,82.0,bajo,73,63,34,36,43,60,68
14116,241044,Mauro Osores,Atlético Tucumán,20,Argentinian Superliga,190.0,78.0,bajo,71,64,33,36,44,61,65
14123,235926,Matías Zaracho,Racing Club de Avellaneda,19,Argentinian Superliga,172.0,64.0,bajo,78,84,54,53,67,37,39
14163,233892,Tomás Sandoval,Colon de Santa Fe,18,Argentinian Superliga,185.0,71.0,bajo,79,65,58,41,58,24,65
14193,235951,Santiago Chacón,San Martín de San Juan,25,Argentinian Superliga,178.0,73.0,bajo,63,59,56,61,60,32,45
14194,215984,Yair Bonnin,Gimnasia y Esgrima La Plata,26,Argentinian Superliga,187.0,83.0,bajo,64,61,61,56,62,43,56
14208,224437,Maximiliano González,Rosario Central,23,Argentinian Superliga,178.0,71.0,bajo,68,63,50,55,59,63,74
14235,240576,Mauro Ortíz,Talleres de Cordoba,22,Argentinian Superliga,162.0,64.0,bajo,71,69,53,65,64,42,44
14239,229570,Abel Peralta,Club Atlético Patronato,28,Argentinian Superliga,175.0,75.0,bajo,61,68,49,53,64,54,64
14243,233924,Maximiliano Lovera,Rosario Central,18,Argentinian Superliga,170.0,65.0,bajo,76,78,59,52,63,26,60
14258,227785,Cristian Guanca,Colon de Santa Fe,24,Argentinian Superliga,177.0,78.0,bajo,67,73,62,52,64,34,64
14278,222417,Ezequiel Ham,Argentinos Juniors,23,Argentinian Superliga,173.0,67.0,bajo,70,72,53,58,63,55,66
14291,238036,Juan Bautista Cejas,Estudiantes de La Plata,19,Argentinian Superliga,175.0,70.0,bajo,75,74,54,58,62,43,54
14306,227803,Emmanuel Martínez,Chacarita Juniors,23,Argentinian Superliga,169.0,67.0,bajo,69,85,55,46,66,20,53
14308,236507,Tomás Conechny,San Lorenzo de Almagro,19,Argentinian Superliga,168.0,65.0,bajo,77,80,59,43,63,20,45
14319,239837,Alexis Mac Allister,Argentinos Juniors,18,Argentinian Superliga,174.0,72.0,bajo,79,68,52,56,64,34,49
14325,215267,Tobías Figueroa,Belgrano de Córdoba,25,Argentinian Superliga,191.0,90.0,bajo,66,42,60,44,55,30,69
14335,235494,Rodrigo Caballuci,Bahía Blanca,24,Argentinian Superliga,173.0,65.0,bajo,63,73,58,55,62,29,45
14365,225519,Leandro Contin,Gimnasia y Esgrima La Plata,21,Argentinian Superliga,183.0,78.0,bajo,68,54,60,46,58,22,67
14376,240372,Pedro Fernández,Chacarita Juniors,30,Argentinian Superliga,180.0,75.0,bajo,61,60,57,60,61,27,63
14380,238069,Gabriel Carrasco,Club Atlético Lanús,20,Argentinian Superliga,175.0,74.0,bajo,70,69,32,43,57,59,60
14391,237819,Nicolás Domínguez,Vélez Sarsfield,19,Argentinian Superliga,179.0,73.0,bajo,72,67,57,61,60,53,57
14403,225792,Mauricio Aquino,Arsenal de Sarandí,23,Argentinian Superliga,188.0,79.0,bajo,69,62,55,68,62,41,58
14405,235008,Lucas Robertone,Vélez Sarsfield,20,Argentinian Superliga,175.0,70.0,bajo,75,67,59,53,63,31,52
14414,232708,Milton Valenzuela,Newell's Old Boys,18,Argentinian Superliga,168.0,64.0,bajo,75,76,30,49,59,54,62
14416,232709,Damian Batallini,Argentinos Juniors,21,Argentinian Superliga,175.0,77.0,bajo,70,76,49,51,65,54,65
14438,223502,Claudio Villagra,Banfield,21,Argentinian Superliga,167.0,66.0,bajo,72,77,51,53,63,24,43
14439,233230,Kevin Mac Allister,Argentinos Juniors,19,Argentinian Superliga,172.0,72.0,bajo,71,69,35,44,57,58,54
14469,240410,Nahuel Menéndez,Chacarita Juniors,23,Argentinian Superliga,166.0,64.0,bajo,68,64,31,42,57,61,50
14472,239132,Catriel Sánchez,Talleres de Cordoba,18,Argentinian Superliga,186.0,80.0,bajo,79,58,61,44,58,20,61
14473,240412,Gonzalo Groba,Chacarita Juniors,21,Argentinian Superliga,170.0,68.0,bajo,68,67,51,56,65,36,44
14492,238881,David Valdez,Atlético Tucumán,24,Argentinian Superliga,174.0,72.0,bajo,67,63,32,39,60,60,56
14522,238892,Martin Peralta,Atlético Tucumán,20,Argentinian Superliga,180.0,74.0,bajo,69,67,59,48,55,29,56
14553,231222,Fabián Henríquez,Godoy Cruz,22,Argentinian Superliga,185.0,74.0,bajo,67,73,49,58,62,43,62
14559,231479,Leonel Mosevich,Argentinos Juniors,20,Argentinian Superliga,187.0,81.0,bajo,72,56,29,32,37,60,65
14576,240444,Elías Alderete,Chacarita Juniors,21,Argentinian Superliga,175.0,70.0,bajo,68,68,59,49,60,23,51
14579,240957,Esteban Giambuzzi,Club Atlético Tigre,30,Argentinian Superliga,182.0,78.0,bajo,60,66,31,37,55,63,63
14589,211266,Luis Vila,Bahía Blanca,25,Argentinian Superliga,178.0,73.0,bajo,65,72,60,45,56,25,60
14590,240962,Michael López,Banfield,19,Argentinian Superliga,181.0,74.0,bajo,71,64,61,47,57,27,53
14595,240964,Nicolás Linares,Banfield,21,Argentinian Superliga,175.0,72.0,bajo,70,66,52,59,66,50,54
14613,233034,Juan Andrada,Godoy Cruz,22,Argentinian Superliga,183.0,77.0,bajo,69,55,42,56,56,56,65
14643,224854,Lucas Passerini,Club Atlético Tigre,22,Argentinian Superliga,189.0,90.0,bajo,66,56,59,46,51,28,69
14648,232535,Guillermo Benítez,Argentinos Juniors,23,Argentinian Superliga,170.0,69.0,bajo,67,70,48,54,59,59,60
14675,233057,Franco Troyansky,Bahía Blanca,20,Argentinian Superliga,178.0,77.0,bajo,74,61,60,44,62,21,45
14707,231539,Nicolás Andereggen,Unión de Santa Fe,17,Argentinian Superliga,175.0,71.0,bajo,78,67,61,49,63,21,57
14733,233085,Federico Costa,Club Atlético Patronato,28,Argentinian Superliga,188.0,89.0,bajo,61,62,57,55,63,29,56
14742,223105,Nicolás Oroz,Racing Club de Avellaneda,23,Argentinian Superliga,173.0,74.0,bajo,68,72,49,57,66,31,48
14771,241292,Ignacio Huguenet,Newell's Old Boys,19,Argentinian Superliga,187.0,78.0,bajo,75,65,51,60,64,43,56
14778,227215,Santiago Magallán,C.D. Leonesa S.A.D.,25,Spanish Segunda División,185.0,78.0,bajo,65,71,48,57,61,45,64
14781,240015,Ivo Hongn,Club Atlético Tigre,26,Argentinian Superliga,177.0,77.0,bajo,61,69,64,49,61,20,51
14804,226709,Alejandro Melo,Atlético Tucumán,21,Argentinian Superliga,180.0,70.0,bajo,73,72,56,57,65,22,52
14807,235925,Gastón Gómez,Racing Club de Avellaneda,21,Argentinian Superliga,189.0,88.0,bajo,70,66,56,60,59,23,57
14811,215190,Gonzalo Yordan,Vélez Sarsfield,23,Argentinian Superliga,185.0,81.0,bajo,66,60,59,56,65,38,57
14839,233374,Rodrigo De Ciancio,Temperley,22,Argentinian Superliga,179.0,68.0,bajo,66,63,36,54,56,55,65
14871,237994,Nahuel Barrios,San Lorenzo de Almagro,19,Argentinian Superliga,156.0,58.0,bajo,76,76,52,57,62,40,39
14880,222639,Roberto Ramírez,Godoy Cruz,20,Argentinian Superliga,187.0,73.0,bajo,72,63,57,58,62,47,57
14919,235966,Gonzalo Goñi,Boca Juniors,18,Argentinian Superliga,187.0,83.0,bajo,76,56,27,37,40,59,66
14931,230851,Lautaro Mesa,Argentinos Juniors,20,Argentinian Superliga,174.0,73.0,bajo,72,63,58,45,53,33,66
14941,239301,Lisandro Martínez,Defensa y Justicia,19,Argentinian Superliga,175.0,70.0,bajo,76,59,29,32,37,63,55
14942,226246,Lucio Compagnucci,Club Atlético Huracán,21,Argentinian Superliga,174.0,73.0,bajo,72,73,47,54,62,56,61
14950,231116,Nicolás Temperini,Newell's Old Boys,22,Argentinian Superliga,184.0,78.0,bajo,69,62,56,61,62,28,58
14972,228819,Matías Vargas,Vélez Sarsfield,20,Argentinian Superliga,168.0,66.0,bajo,74,78,55,57,63,34,47
14974,226772,Joaquin Laso,Argentinos Juniors,26,Argentinian Superliga,185.0,78.0,bajo,60,60,26,39,48,64,71
14976,238037,Nicolás Bazzana,Estudiantes de La Plata,21,Argentinian Superliga,186.0,78.0,bajo,68,63,31,32,37,61,63
15000,226270,Germán Caffa,Corporación Club Deportivo Tuluá,36,Colombian Primera A,190.0,84.0,bajo,60,59,58,53,60,13,62
15017,228070,Juan Silva,Gimnasia y Esgrima La Plata,19,Argentinian Superliga,178.0,70.0,bajo,68,69,49,55,60,59,71
15039,225516,Sebastián Martelli,Temperley,21,Argentinian Superliga,170.0,66.0,bajo,72,68,48,57,64,32,44
15056,240368,Gabriel Lazarte,Chacarita Juniors,19,Argentinian Superliga,175.0,70.0,bajo,73,71,33,46,63,57,55
15070,221686,Claudio Mosca,San Martín de San Juan,26,Argentinian Superliga,180.0,74.0,bajo,64,60,43,59,56,60,52
15072,237046,Guido Villar,Bahía Blanca,22,Argentinian Superliga,192.0,79.0,bajo,68,64,57,61,59,18,57
15087,241147,Martín Ferreyra,Bahía Blanca,21,Argentinian Superliga,191.0,82.0,bajo,68,60,29,34,39,61,62
15149,227602,Fabio Álvarez,Atlético Tucumán,24,Argentinian Superliga,184.0,70.0,bajo,66,71,56,59,67,29,62
15156,240405,Juan Cruz González,Chacarita Juniors,20,Argentinian Superliga,175.0,70.0,bajo,70,61,32,42,56,61,58
15160,213272,Lucas Cháves,Argentinos Juniors,21,Argentinian Superliga,179.0,72.0,bajo,65,61,55,57,60,45,56
15170,239899,Victor Fernandez,Newcastle United,19,English Premier League,170.0,70.0,bajo,74,62,61,50,67,33,44
15171,240411,Agustín Módula,Chacarita Juniors,24,Argentinian Superliga,176.0,72.0,bajo,64,69,47,55,59,48,59
15216,225590,Iván Colman,Argentinos Juniors,22,Argentinian Superliga,173.0,71.0,bajo,70,69,51,57,63,21,56
15233,240447,Lucas Destéfano,Chacarita Juniors,22,Argentinian Superliga,160.0,63.0,bajo,65,63,51,58,65,39,40
15248,240456,Giancarlo Bianchini,Talleres de Cordoba,20,Argentinian Superliga,176.0,70.0,bajo,69,67,55,55,63,28,43
15250,240969,Julián Carranza,Banfield,17,Argentinian Superliga,182.0,75.0,bajo,81,73,58,47,57,27,53
15269,229459,Nicolas Schiavi,Novara,22,Italian Serie B,173.0,70.0,bajo,66,63,45,56,64,38,52
15271,240211,Gaspar Gentile,Temperley,22,Argentinian Superliga,184.0,70.0,bajo,66,69,59,55,57,18,59
15350,241010,Marcelo Ortíz,Rosario Central,23,Argentinian Superliga,186.0,74.0,bajo,63,64,25,37,39,60,61
15374,233092,Joaquín Pereyra,Rosario Central,18,Argentinian Superliga,181.0,71.0,bajo,77,67,53,59,60,34,57
15387,241291,Enzo Cabrera,Newell's Old Boys,17,Argentinian Superliga,175.0,70.0,bajo,79,58,64,46,53,24,46
15429,233887,Julián Chicco,Boca Juniors,19,Argentinian Superliga,185.0,71.0,bajo,75,63,41,52,56,56,68
15481,233918,Maximiliano Velazco,Arsenal de Sarandí,22,Argentinian Superliga,186.0,81.0,bajo,67,59,56,65,58,25,60
15493,232645,Facundo Cambeses,Banfield,20,Argentinian Superliga,185.0,78.0,bajo,73,58,59,57,61,45,59
15499,241097,Mauro González,Chacarita Juniors,20,Argentinian Superliga,178.0,75.0,bajo,68,62,45,59,58,49,53
15514,235987,Iván Gómez,Estudiantes de La Plata,20,Argentinian Superliga,165.0,63.0,bajo,72,62,41,51,57,55,60
15545,234464,Victorio Ramis,Godoy Cruz,22,Argentinian Superliga,180.0,77.0,bajo,64,64,58,42,57,22,53
15549,234465,Aldo Araujo,Talleres de Cordoba,25,Argentinian Superliga,164.0,60.0,bajo,62,77,51,51,66,30,40
15586,240369,Miguel Mellado,Chacarita Juniors,24,Argentinian Superliga,175.0,74.0,bajo,65,57,40,57,58,55,57
15589,240370,Juan Ignacio Álvarez,Chacarita Juniors,19,Argentinian Superliga,176.0,71.0,bajo,74,67,51,53,66,36,48
15603,237818,Nahuel Arena,Vélez Sarsfield,18,Argentinian Superliga,183.0,67.0,bajo,70,66,30,35,48,58,61
15605,240379,Matías Rodríguez,Chacarita Juniors,24,Argentinian Superliga,175.0,61.0,bajo,64,60,63,49,71,26,36
15618,240640,Leonardo Morales,Club Atlético Patronato,26,Argentinian Superliga,184.0,72.0,bajo,60,60,33,38,54,63,58
15653,222992,Leandro Godoy,Arsenal de Sarandí,22,Argentinian Superliga,172.0,65.0,bajo,68,64,54,56,58,42,60
15656,238865,Nicolás Darío Ortiz,Gimnasia y Esgrima La Plata,22,Argentinian Superliga,187.0,82.0,bajo,65,58,30,31,33,60,64
15685,240670,Lucas Álvarez,Chacarita Juniors,23,Argentinian Superliga,184.0,75.0,bajo,66,56,54,52,61,19,60
15694,240163,Nicolás Czornomaz,Defensa y Justicia,21,Argentinian Superliga,178.0,74.0,bajo,62,58,53,56,60,28,47
15745,237122,Tomás Guidara,Belgrano de Córdoba,21,Argentinian Superliga,173.0,68.0,bajo,68,69,31,40,54,56,51
